From,Name,Relationship_Type,Rel_value,To,Name
16,tt16,Similar to,0.59,58,tt58
16,tt16,Similar to,0.29,59,tt59
16,tt16,Similar to,0.09,60,tt60
16,tt16,Similar to,0.15,61,tt61
16,tt16,Similar to,0.18,62,tt62
16,tt16,Similar to,0.32,63,tt63
16,tt16,Similar to,0.73,64,tt64
16,tt16,Similar to,0.65,65,tt65
16,tt16,Similar to,0.2,66,tt66
16,tt16,Similar to,0.04,67,tt67
16,tt16,Similar to,0.06,68,tt68
16,tt16,Similar to,0.03,69,tt69
16,tt16,Similar to,0.95,70,tt70
16,tt16,Similar to,0.14,71,tt71
16,tt16,Similar to,0.27,72,tt72
16,tt16,Similar to,0.94,73,tt73
16,tt16,Similar to,0.53,74,tt74
16,tt16,Similar to,0.1,75,tt75
16,tt16,Similar to,0.22,76,tt76
16,tt16,Similar to,0.58,77,tt77
16,tt16,Similar to,0.98,78,tt78
16,tt16,Similar to,0.41,79,tt79
16,tt16,Similar to,0.86,80,tt80
16,tt16,Similar to,0.18,81,tt81
16,tt16,Similar to,0.92,82,tt82
16,tt16,Similar to,0.86,83,tt83
16,tt16,Similar to,0.08,84,tt84
16,tt16,Similar to,0.47,85,tt85
16,tt16,Similar to,0.33,86,tt86
16,tt16,Similar to,0.76,87,tt87
16,tt16,Similar to,0.96,88,tt88
16,tt16,Similar to,0.71,89,tt89
16,tt16,Similar to,0.4,90,tt90
16,tt16,Similar to,0.96,91,tt91
16,tt16,Similar to,0.87,92,tt92
16,tt16,Similar to,0.69,93,tt93
16,tt16,Similar to,0.51,94,tt94
16,tt16,Similar to,0.79,95,tt95
16,tt16,Similar to,0.89,96,tt96
16,tt16,Similar to,0.07,97,tt97
16,tt16,Similar to,0.98,98,tt98
16,tt16,Similar to,0.83,99,tt99
16,tt16,Similar to,0.46,100,tt100
17,tt17,Similar to,0.38,18,tt18
17,tt17,Similar to,0.49,19,tt19
17,tt17,Similar to,0.23,20,tt20
17,tt17,Similar to,0.31,21,tt21
17,tt17,Similar to,0.04,22,tt22
17,tt17,Similar to,0.4,23,tt23
17,tt17,Similar to,0.78,24,tt24
17,tt17,Similar to,0.97,25,tt25
17,tt17,Similar to,0.13,26,tt26
17,tt17,Similar to,0.73,27,tt27
17,tt17,Similar to,0.38,28,tt28
17,tt17,Similar to,0.33,29,tt29
17,tt17,Similar to,0.5,30,tt30
17,tt17,Similar to,0.88,31,tt31
17,tt17,Similar to,0.3,32,tt32
17,tt17,Similar to,0.68,33,tt33
17,tt17,Similar to,0.07,34,tt34
17,tt17,Similar to,0.56,35,tt35
17,tt17,Similar to,0.79,36,tt36
17,tt17,Similar to,0.59,37,tt37
17,tt17,Similar to,0.06,38,tt38
17,tt17,Similar to,0.86,39,tt39
17,tt17,Similar to,0.32,40,tt40
17,tt17,Similar to,0.55,41,tt41
17,tt17,Similar to,0.65,42,tt42
17,tt17,Similar to,0.96,43,tt43
17,tt17,Similar to,0.09,44,tt44
17,tt17,Similar to,0.46,45,tt45
17,tt17,Similar to,0.67,46,tt46
17,tt17,Similar to,0.16,47,tt47
17,tt17,Similar to,0.84,48,tt48
17,tt17,Similar to,0.06,49,tt49
17,tt17,Similar to,0.34,50,tt50
17,tt17,Similar to,0.4,51,tt51
17,tt17,Similar to,0.88,52,tt52
17,tt17,Similar to,0.02,53,tt53
17,tt17,Similar to,0.57,54,tt54
17,tt17,Similar to,0.32,55,tt55
17,tt17,Similar to,0.12,56,tt56
17,tt17,Similar to,0.9,57,tt57
17,tt17,Similar to,0.9,58,tt58
17,tt17,Similar to,0.25,59,tt59
17,tt17,Similar to,0.12,60,tt60
17,tt17,Similar to,0.32,61,tt61
17,tt17,Similar to,0.38,62,tt62
17,tt17,Similar to,0.09,63,tt63
17,tt17,Similar to,0.74,64,tt64
17,tt17,Similar to,0.16,65,tt65
17,tt17,Similar to,0.97,66,tt66
17,tt17,Similar to,0.4,67,tt67
17,tt17,Similar to,0.69,68,tt68
17,tt17,Similar to,0.09,69,tt69
17,tt17,Similar to,0.18,70,tt70
17,tt17,Similar to,0.37,71,tt71
17,tt17,Similar to,0.28,72,tt72
17,tt17,Similar to,0.05,73,tt73
17,tt17,Similar to,0.54,74,tt74
17,tt17,Similar to,0.88,75,tt75
17,tt17,Similar to,0.42,76,tt76
17,tt17,Similar to,0.71,77,tt77
17,tt17,Similar to,0.17,78,tt78
17,tt17,Similar to,1,79,tt79
17,tt17,Similar to,0.36,80,tt80
17,tt17,Similar to,0.27,81,tt81
17,tt17,Similar to,0.52,82,tt82
17,tt17,Similar to,0.53,83,tt83
17,tt17,Similar to,0.27,84,tt84
17,tt17,Similar to,0.45,85,tt85
17,tt17,Similar to,0.74,86,tt86
17,tt17,Similar to,0.63,87,tt87
17,tt17,Similar to,0.96,88,tt88
17,tt17,Similar to,0.88,89,tt89
17,tt17,Similar to,0.26,90,tt90
17,tt17,Similar to,0.45,91,tt91
17,tt17,Similar to,0.73,92,tt92
17,tt17,Similar to,0.61,93,tt93
17,tt17,Similar to,0.94,94,tt94
17,tt17,Similar to,0.92,95,tt95
17,tt17,Similar to,0.78,96,tt96
17,tt17,Similar to,0.31,97,tt97
17,tt17,Similar to,0.04,98,tt98
17,tt17,Similar to,0.9,99,tt99
17,tt17,Similar to,0.53,100,tt100
18,tt18,Similar to,0.41,19,tt19
18,tt18,Similar to,0.87,20,tt20
18,tt18,Similar to,0.19,21,tt21
18,tt18,Similar to,0.43,22,tt22
18,tt18,Similar to,0.89,23,tt23
18,tt18,Similar to,0.99,24,tt24
18,tt18,Similar to,0.26,25,tt25
18,tt18,Similar to,0.8,26,tt26
18,tt18,Similar to,0.29,27,tt27
18,tt18,Similar to,1,28,tt28
18,tt18,Similar to,0.89,29,tt29
18,tt18,Similar to,0.06,30,tt30
18,tt18,Similar to,0.9,31,tt31
18,tt18,Similar to,0.3,32,tt32
18,tt18,Similar to,0.44,33,tt33
18,tt18,Similar to,0,34,tt34
18,tt18,Similar to,0.03,35,tt35
18,tt18,Similar to,0.77,36,tt36
18,tt18,Similar to,0.04,37,tt37
18,tt18,Similar to,1,38,tt38
18,tt18,Similar to,0.43,39,tt39
18,tt18,Similar to,0.75,40,tt40
18,tt18,Similar to,0.04,41,tt41
18,tt18,Similar to,0.96,42,tt42
18,tt18,Similar to,0.97,43,tt43
18,tt18,Similar to,0.26,44,tt44
18,tt18,Similar to,0.72,45,tt45
18,tt18,Similar to,0.38,46,tt46
18,tt18,Similar to,0.46,47,tt47
18,tt18,Similar to,0.91,48,tt48
18,tt18,Similar to,0.14,49,tt49
18,tt18,Similar to,0.9,50,tt50
18,tt18,Similar to,0.98,51,tt51
18,tt18,Similar to,0.62,52,tt52
18,tt18,Similar to,0.8,53,tt53
18,tt18,Similar to,0.73,54,tt54
18,tt18,Similar to,0.93,55,tt55
18,tt18,Similar to,0.82,56,tt56
18,tt18,Similar to,0.9,57,tt57
18,tt18,Similar to,0.97,58,tt58
18,tt18,Similar to,0.52,59,tt59
18,tt18,Similar to,0.46,60,tt60
18,tt18,Similar to,0.2,61,tt61
18,tt18,Similar to,0.75,62,tt62
18,tt18,Similar to,0.12,63,tt63
18,tt18,Similar to,0.89,64,tt64
18,tt18,Similar to,0.13,65,tt65
18,tt18,Similar to,0.72,66,tt66
18,tt18,Similar to,0.41,67,tt67
18,tt18,Similar to,0.09,68,tt68
18,tt18,Similar to,0.4,69,tt69
18,tt18,Similar to,0.7,70,tt70
18,tt18,Similar to,0.94,71,tt71
18,tt18,Similar to,0.25,72,tt72
18,tt18,Similar to,0.87,73,tt73
18,tt18,Similar to,0.56,74,tt74
18,tt18,Similar to,0.06,75,tt75
18,tt18,Similar to,0.33,76,tt76
18,tt18,Similar to,0.47,77,tt77
18,tt18,Similar to,0.03,78,tt78
18,tt18,Similar to,0.49,79,tt79
18,tt18,Similar to,0.73,80,tt80
18,tt18,Similar to,0.99,81,tt81
18,tt18,Similar to,0.45,82,tt82
18,tt18,Similar to,0.81,83,tt83
18,tt18,Similar to,0.22,84,tt84
18,tt18,Similar to,0.76,85,tt85
18,tt18,Similar to,0.26,86,tt86
18,tt18,Similar to,0.47,87,tt87
18,tt18,Similar to,0.25,88,tt88
18,tt18,Similar to,0.64,89,tt89
18,tt18,Similar to,0.58,90,tt90
18,tt18,Similar to,0.25,91,tt91
18,tt18,Similar to,0.88,92,tt92
18,tt18,Similar to,0.42,93,tt93
18,tt18,Similar to,0.33,94,tt94
18,tt18,Similar to,0.98,95,tt95
18,tt18,Similar to,0.19,96,tt96
18,tt18,Similar to,0.27,97,tt97
18,tt18,Similar to,0.83,98,tt98
18,tt18,Similar to,0.37,99,tt99
18,tt18,Similar to,0.24,100,tt100
19,tt19,Similar to,0.05,20,tt20
19,tt19,Similar to,0.78,21,tt21
19,tt19,Similar to,1,22,tt22
19,tt19,Similar to,0.73,23,tt23
19,tt19,Similar to,0.56,24,tt24
19,tt19,Similar to,0.95,25,tt25
19,tt19,Similar to,0.4,26,tt26
19,tt19,Similar to,0.95,27,tt27
19,tt19,Similar to,0.2,28,tt28
19,tt19,Similar to,0.95,29,tt29
19,tt19,Similar to,0.4,30,tt30
19,tt19,Similar to,0.82,31,tt31
19,tt19,Similar to,0.94,32,tt32
19,tt19,Similar to,0.2,33,tt33
19,tt19,Similar to,0.02,34,tt34
19,tt19,Similar to,0.27,35,tt35
19,tt19,Similar to,0.05,36,tt36
19,tt19,Similar to,0.71,37,tt37
19,tt19,Similar to,0.3,38,tt38
19,tt19,Similar to,0.29,39,tt39
19,tt19,Similar to,0.52,40,tt40
19,tt19,Similar to,0.58,41,tt41
19,tt19,Similar to,0.82,42,tt42
19,tt19,Similar to,0.82,43,tt43
19,tt19,Similar to,0.35,44,tt44
19,tt19,Similar to,0.61,45,tt45
19,tt19,Similar to,0.7,46,tt46
19,tt19,Similar to,0.77,47,tt47
19,tt19,Similar to,0.47,48,tt48
19,tt19,Similar to,0.43,49,tt49
19,tt19,Similar to,0.29,50,tt50
19,tt19,Similar to,0.71,51,tt51
19,tt19,Similar to,0.64,52,tt52
19,tt19,Similar to,0.57,53,tt53
19,tt19,Similar to,0.42,54,tt54
19,tt19,Similar to,0,55,tt55
19,tt19,Similar to,0.37,56,tt56
19,tt19,Similar to,0.92,57,tt57
19,tt19,Similar to,0.11,58,tt58
19,tt19,Similar to,0.76,59,tt59
19,tt19,Similar to,0.51,60,tt60
19,tt19,Similar to,0.95,61,tt61
19,tt19,Similar to,0.91,62,tt62
19,tt19,Similar to,0.34,63,tt63
19,tt19,Similar to,0.23,64,tt64
19,tt19,Similar to,0.27,65,tt65
19,tt19,Similar to,0.37,66,tt66
19,tt19,Similar to,0.18,67,tt67
19,tt19,Similar to,0.8,68,tt68
19,tt19,Similar to,0.05,69,tt69
19,tt19,Similar to,0.39,70,tt70
19,tt19,Similar to,0.02,71,tt71
19,tt19,Similar to,0.8,72,tt72
19,tt19,Similar to,0.67,73,tt73
19,tt19,Similar to,0.55,74,tt74
19,tt19,Similar to,0.58,75,tt75
19,tt19,Similar to,0.28,76,tt76
19,tt19,Similar to,0.12,77,tt77
19,tt19,Similar to,0.72,78,tt78
19,tt19,Similar to,0.05,79,tt79
19,tt19,Similar to,0.38,80,tt80
19,tt19,Similar to,0.63,81,tt81
19,tt19,Similar to,0.19,82,tt82
19,tt19,Similar to,0.61,83,tt83
19,tt19,Similar to,0.54,84,tt84
19,tt19,Similar to,0.07,85,tt85
19,tt19,Similar to,0.18,86,tt86
19,tt19,Similar to,0.58,87,tt87
19,tt19,Similar to,0.6,88,tt88
19,tt19,Similar to,0.7,89,tt89
19,tt19,Similar to,0.39,90,tt90
19,tt19,Similar to,0.46,91,tt91
19,tt19,Similar to,0.23,92,tt92
19,tt19,Similar to,0.19,93,tt93
19,tt19,Similar to,0.32,94,tt94
19,tt19,Similar to,0.2,95,tt95
19,tt19,Similar to,0.19,96,tt96
19,tt19,Similar to,0.01,97,tt97
19,tt19,Similar to,0.14,98,tt98
19,tt19,Similar to,0.92,99,tt99
19,tt19,Similar to,0.11,100,tt100
2,tt2,Similar to,0.92,3,tt3
2,tt2,Similar to,0.91,4,tt4
2,tt2,Similar to,0.5,5,tt5
2,tt2,Similar to,0.28,6,tt6
2,tt2,Similar to,0.14,7,tt7
2,tt2,Similar to,0.37,8,tt8
2,tt2,Similar to,0.54,9,tt9
2,tt2,Similar to,0.55,10,tt10
2,tt2,Similar to,0.83,11,tt11
2,tt2,Similar to,0.15,12,tt12
2,tt2,Similar to,0.66,13,tt13
2,tt2,Similar to,0.36,14,tt14
2,tt2,Similar to,0.31,15,tt15
2,tt2,Similar to,0.26,16,tt16
2,tt2,Similar to,0.99,17,tt17
2,tt2,Similar to,0.4,18,tt18
2,tt2,Similar to,0.53,19,tt19
2,tt2,Similar to,0.56,20,tt20
2,tt2,Similar to,0.47,21,tt21
2,tt2,Similar to,0.44,22,tt22
2,tt2,Similar to,0.11,23,tt23
2,tt2,Similar to,0.11,24,tt24
2,tt2,Similar to,0.93,25,tt25
2,tt2,Similar to,0.77,26,tt26
2,tt2,Similar to,0.99,27,tt27
2,tt2,Similar to,0.67,28,tt28
2,tt2,Similar to,0,29,tt29
2,tt2,Similar to,0.79,30,tt30
2,tt2,Similar to,0.61,31,tt31
2,tt2,Similar to,0.27,32,tt32
2,tt2,Similar to,0.52,33,tt33
2,tt2,Similar to,1,34,tt34
2,tt2,Similar to,0.54,35,tt35
2,tt2,Similar to,0.23,36,tt36
2,tt2,Similar to,1,37,tt37
2,tt2,Similar to,0.3,38,tt38
2,tt2,Similar to,0.87,39,tt39
2,tt2,Similar to,0.07,40,tt40
2,tt2,Similar to,0.29,41,tt41
2,tt2,Similar to,0.26,42,tt42
2,tt2,Similar to,0.54,43,tt43
2,tt2,Similar to,0.67,44,tt44
2,tt2,Similar to,0.08,45,tt45
2,tt2,Similar to,0.32,46,tt46
2,tt2,Similar to,0.98,47,tt47
2,tt2,Similar to,0.21,48,tt48
2,tt2,Similar to,0.11,49,tt49
2,tt2,Similar to,0.5,50,tt50
2,tt2,Similar to,0.63,51,tt51
2,tt2,Similar to,0.79,52,tt52
2,tt2,Similar to,0.95,53,tt53
2,tt2,Similar to,0.29,54,tt54
2,tt2,Similar to,0.37,55,tt55
2,tt2,Similar to,0.94,56,tt56
2,tt2,Similar to,0.65,57,tt57
2,tt2,Similar to,0.14,58,tt58
2,tt2,Similar to,0.29,59,tt59
2,tt2,Similar to,0.67,60,tt60
2,tt2,Similar to,0.08,61,tt61
2,tt2,Similar to,0.83,62,tt62
2,tt2,Similar to,0.43,63,tt63
2,tt2,Similar to,0.34,64,tt64
2,tt2,Similar to,0.63,65,tt65
2,tt2,Similar to,0.28,66,tt66
2,tt2,Similar to,0.33,67,tt67
2,tt2,Similar to,0.3,68,tt68
2,tt2,Similar to,0.11,69,tt69
2,tt2,Similar to,0.99,70,tt70
2,tt2,Similar to,0.71,71,tt71
2,tt2,Similar to,0.64,72,tt72
2,tt2,Similar to,0.11,73,tt73
2,tt2,Similar to,0.54,74,tt74
2,tt2,Similar to,0.66,75,tt75
2,tt2,Similar to,0.48,76,tt76
2,tt2,Similar to,0.94,77,tt77
2,tt2,Similar to,0.74,78,tt78
2,tt2,Similar to,0.12,79,tt79
2,tt2,Similar to,0.85,80,tt80
2,tt2,Similar to,0.28,81,tt81
2,tt2,Similar to,0.91,82,tt82
2,tt2,Similar to,0.95,83,tt83
2,tt2,Similar to,0.59,84,tt84
2,tt2,Similar to,0.65,85,tt85
2,tt2,Similar to,0.62,86,tt86
2,tt2,Similar to,0.31,87,tt87
2,tt2,Similar to,0.49,88,tt88
2,tt2,Similar to,0.08,89,tt89
2,tt2,Similar to,0.74,90,tt90
2,tt2,Similar to,0.88,91,tt91
2,tt2,Similar to,0.09,92,tt92
2,tt2,Similar to,0.63,93,tt93
2,tt2,Similar to,0.63,94,tt94
2,tt2,Similar to,0.8,95,tt95
2,tt2,Similar to,0.28,96,tt96
2,tt2,Similar to,0.51,97,tt97
2,tt2,Similar to,0.46,98,tt98
2,tt2,Similar to,0.01,99,tt99
2,tt2,Similar to,0.69,100,tt100
20,tt20,Similar to,0.06,21,tt21
20,tt20,Similar to,0.29,22,tt22
20,tt20,Similar to,0.52,23,tt23
20,tt20,Similar to,0.89,24,tt24
20,tt20,Similar to,0.64,25,tt25
20,tt20,Similar to,0.85,26,tt26
20,tt20,Similar to,0.59,27,tt27
20,tt20,Similar to,0.02,28,tt28
20,tt20,Similar to,0.3,29,tt29
20,tt20,Similar to,0.5,30,tt30
20,tt20,Similar to,0.85,31,tt31
20,tt20,Similar to,0.16,32,tt32
20,tt20,Similar to,0.47,33,tt33
20,tt20,Similar to,0.93,34,tt34
20,tt20,Similar to,0.09,35,tt35
20,tt20,Similar to,0.73,36,tt36
20,tt20,Similar to,0.21,37,tt37
20,tt20,Similar to,0.86,38,tt38
20,tt20,Similar to,0.51,39,tt39
20,tt20,Similar to,0.46,40,tt40
20,tt20,Similar to,0.53,41,tt41
20,tt20,Similar to,0.39,42,tt42
20,tt20,Similar to,0.75,43,tt43
20,tt20,Similar to,0.32,44,tt44
20,tt20,Similar to,0.26,45,tt45
20,tt20,Similar to,0.71,46,tt46
20,tt20,Similar to,0.52,47,tt47
20,tt20,Similar to,0.34,48,tt48
20,tt20,Similar to,0.92,49,tt49
20,tt20,Similar to,0.61,50,tt50
20,tt20,Similar to,0.56,51,tt51
20,tt20,Similar to,0.33,52,tt52
20,tt20,Similar to,0.32,53,tt53
20,tt20,Similar to,0.43,54,tt54
20,tt20,Similar to,0.73,55,tt55
20,tt20,Similar to,0.68,56,tt56
20,tt20,Similar to,0.24,57,tt57
20,tt20,Similar to,0.03,58,tt58
20,tt20,Similar to,0.57,59,tt59
20,tt20,Similar to,0.84,60,tt60
20,tt20,Similar to,0.56,61,tt61
20,tt20,Similar to,0.99,62,tt62
20,tt20,Similar to,0.68,63,tt63
20,tt20,Similar to,0.4,64,tt64
20,tt20,Similar to,0.57,65,tt65
20,tt20,Similar to,0.95,66,tt66
20,tt20,Similar to,0.18,67,tt67
20,tt20,Similar to,0.07,68,tt68
20,tt20,Similar to,0.31,69,tt69
20,tt20,Similar to,0.18,70,tt70
20,tt20,Similar to,0.26,71,tt71
20,tt20,Similar to,0.96,72,tt72
20,tt20,Similar to,0.25,73,tt73
20,tt20,Similar to,0.39,74,tt74
20,tt20,Similar to,0.95,75,tt75
20,tt20,Similar to,0.84,76,tt76
20,tt20,Similar to,0.23,77,tt77
20,tt20,Similar to,0.23,78,tt78
20,tt20,Similar to,0.02,79,tt79
20,tt20,Similar to,0.62,80,tt80
20,tt20,Similar to,0.37,81,tt81
20,tt20,Similar to,0.86,82,tt82
20,tt20,Similar to,0.64,83,tt83
20,tt20,Similar to,0.55,84,tt84
20,tt20,Similar to,0.44,85,tt85
20,tt20,Similar to,0.32,86,tt86
20,tt20,Similar to,0.13,87,tt87
20,tt20,Similar to,0.59,88,tt88
20,tt20,Similar to,0,89,tt89
20,tt20,Similar to,0.69,90,tt90
20,tt20,Similar to,0.42,91,tt91
20,tt20,Similar to,0.46,92,tt92
20,tt20,Similar to,0.89,93,tt93
20,tt20,Similar to,0.36,94,tt94
20,tt20,Similar to,0.21,95,tt95
20,tt20,Similar to,0.75,96,tt96
20,tt20,Similar to,0.69,97,tt97
20,tt20,Similar to,0.2,98,tt98
20,tt20,Similar to,0.79,99,tt99
20,tt20,Similar to,0.91,100,tt100
21,tt21,Similar to,0.54,22,tt22
21,tt21,Similar to,0.75,23,tt23
21,tt21,Similar to,0.22,24,tt24
21,tt21,Similar to,0.12,25,tt25
21,tt21,Similar to,0.58,26,tt26
21,tt21,Similar to,0.85,27,tt27
21,tt21,Similar to,0.68,28,tt28
21,tt21,Similar to,0.24,29,tt29
21,tt21,Similar to,0.55,30,tt30
21,tt21,Similar to,0.6,31,tt31
21,tt21,Similar to,0.15,32,tt32
21,tt21,Similar to,0.74,33,tt33
21,tt21,Similar to,0.2,34,tt34
21,tt21,Similar to,0.91,35,tt35
21,tt21,Similar to,0.75,36,tt36
21,tt21,Similar to,0.46,37,tt37
21,tt21,Similar to,0.13,38,tt38
21,tt21,Similar to,0.52,39,tt39
21,tt21,Similar to,0.34,40,tt40
21,tt21,Similar to,0.88,41,tt41
21,tt21,Similar to,0.26,42,tt42
21,tt21,Similar to,0.1,43,tt43
21,tt21,Similar to,0.92,44,tt44
21,tt21,Similar to,0.03,45,tt45
21,tt21,Similar to,0.09,46,tt46
21,tt21,Similar to,0.94,47,tt47
21,tt21,Similar to,0.15,48,tt48
21,tt21,Similar to,1,49,tt49
21,tt21,Similar to,0.72,50,tt50
21,tt21,Similar to,0.82,51,tt51
21,tt21,Similar to,0.5,52,tt52
21,tt21,Similar to,0.74,53,tt53
21,tt21,Similar to,0.7,54,tt54
21,tt21,Similar to,0.01,55,tt55
21,tt21,Similar to,0.95,56,tt56
21,tt21,Similar to,0.28,57,tt57
21,tt21,Similar to,0.66,58,tt58
21,tt21,Similar to,0.06,59,tt59
21,tt21,Similar to,0.77,60,tt60
21,tt21,Similar to,0.76,61,tt61
21,tt21,Similar to,0.83,62,tt62
21,tt21,Similar to,0.16,63,tt63
21,tt21,Similar to,0.86,64,tt64
21,tt21,Similar to,0.82,65,tt65
21,tt21,Similar to,0.8,66,tt66
21,tt21,Similar to,0.85,67,tt67
21,tt21,Similar to,0.1,68,tt68
21,tt21,Similar to,0.33,69,tt69
21,tt21,Similar to,0.87,70,tt70
21,tt21,Similar to,0.27,71,tt71
21,tt21,Similar to,0.53,72,tt72
21,tt21,Similar to,0.1,73,tt73
21,tt21,Similar to,0,74,tt74
21,tt21,Similar to,0.1,75,tt75
21,tt21,Similar to,0.55,76,tt76
21,tt21,Similar to,0.13,77,tt77
21,tt21,Similar to,0.97,78,tt78
21,tt21,Similar to,0.23,79,tt79
21,tt21,Similar to,0,80,tt80
21,tt21,Similar to,0.94,81,tt81
21,tt21,Similar to,0.29,82,tt82
21,tt21,Similar to,0.91,83,tt83
21,tt21,Similar to,0.48,84,tt84
21,tt21,Similar to,0.19,85,tt85
21,tt21,Similar to,0.77,86,tt86
21,tt21,Similar to,0.03,87,tt87
21,tt21,Similar to,0.92,88,tt88
21,tt21,Similar to,0.4,89,tt89
21,tt21,Similar to,0.44,90,tt90
21,tt21,Similar to,0.38,91,tt91
21,tt21,Similar to,0.62,92,tt92
21,tt21,Similar to,0.37,93,tt93
21,tt21,Similar to,0.32,94,tt94
21,tt21,Similar to,0.67,95,tt95
21,tt21,Similar to,0.77,96,tt96
21,tt21,Similar to,0.51,97,tt97
21,tt21,Similar to,0.97,98,tt98
21,tt21,Similar to,0.2,99,tt99
21,tt21,Similar to,0.86,100,tt100
22,tt22,Similar to,0.71,23,tt23
22,tt22,Similar to,0.98,24,tt24
22,tt22,Similar to,0.78,25,tt25
22,tt22,Similar to,0.49,26,tt26
22,tt22,Similar to,0.12,27,tt27
22,tt22,Similar to,0.5,28,tt28
22,tt22,Similar to,0.85,29,tt29
22,tt22,Similar to,0.45,30,tt30
22,tt22,Similar to,0.3,31,tt31
22,tt22,Similar to,0.88,32,tt32
22,tt22,Similar to,0.01,33,tt33
22,tt22,Similar to,0.39,34,tt34
22,tt22,Similar to,0.77,35,tt35
22,tt22,Similar to,0.39,36,tt36
22,tt22,Similar to,0.31,37,tt37
22,tt22,Similar to,0.18,38,tt38
22,tt22,Similar to,0.13,39,tt39
22,tt22,Similar to,0.51,40,tt40
22,tt22,Similar to,0.46,41,tt41
22,tt22,Similar to,0.94,42,tt42
22,tt22,Similar to,0.17,43,tt43
22,tt22,Similar to,0.23,44,tt44
22,tt22,Similar to,0.21,45,tt45
22,tt22,Similar to,0.45,46,tt46
22,tt22,Similar to,0.58,47,tt47
22,tt22,Similar to,0.43,48,tt48
22,tt22,Similar to,0.92,49,tt49
22,tt22,Similar to,0.76,50,tt50
22,tt22,Similar to,0.06,51,tt51
22,tt22,Similar to,0.8,52,tt52
22,tt22,Similar to,0.07,53,tt53
22,tt22,Similar to,0.93,54,tt54
22,tt22,Similar to,0.23,55,tt55
22,tt22,Similar to,0.73,56,tt56
22,tt22,Similar to,0.83,57,tt57
22,tt22,Similar to,0.9,58,tt58
22,tt22,Similar to,0.07,59,tt59
22,tt22,Similar to,0.07,60,tt60
22,tt22,Similar to,0.6,61,tt61
22,tt22,Similar to,0.64,62,tt62
22,tt22,Similar to,0.27,63,tt63
22,tt22,Similar to,0.83,64,tt64
22,tt22,Similar to,0.24,65,tt65
22,tt22,Similar to,0.13,66,tt66
22,tt22,Similar to,0.77,67,tt67
22,tt22,Similar to,0.01,68,tt68
22,tt22,Similar to,0.04,69,tt69
22,tt22,Similar to,0.51,70,tt70
22,tt22,Similar to,0.12,71,tt71
22,tt22,Similar to,0.21,72,tt72
22,tt22,Similar to,0.83,73,tt73
22,tt22,Similar to,0.99,74,tt74
22,tt22,Similar to,0.53,75,tt75
22,tt22,Similar to,0.33,76,tt76
22,tt22,Similar to,0.2,77,tt77
22,tt22,Similar to,0,78,tt78
22,tt22,Similar to,0.35,79,tt79
22,tt22,Similar to,0.7,80,tt80
22,tt22,Similar to,0.07,81,tt81
22,tt22,Similar to,0.69,82,tt82
22,tt22,Similar to,0.52,83,tt83
22,tt22,Similar to,0.82,84,tt84
22,tt22,Similar to,0.78,85,tt85
22,tt22,Similar to,0.99,86,tt86
22,tt22,Similar to,0.11,87,tt87
22,tt22,Similar to,0.22,88,tt88
22,tt22,Similar to,0.12,89,tt89
22,tt22,Similar to,0.99,90,tt90
22,tt22,Similar to,0.64,91,tt91
22,tt22,Similar to,0.82,92,tt92
22,tt22,Similar to,0.02,93,tt93
22,tt22,Similar to,0.86,94,tt94
22,tt22,Similar to,0.67,95,tt95
22,tt22,Similar to,0.93,96,tt96
22,tt22,Similar to,0.61,97,tt97
22,tt22,Similar to,0.55,98,tt98
22,tt22,Similar to,0.36,99,tt99
22,tt22,Similar to,0.54,100,tt100
23,tt23,Similar to,0.41,24,tt24
23,tt23,Similar to,0.2,25,tt25
23,tt23,Similar to,0.31,26,tt26
23,tt23,Similar to,0.79,27,tt27
23,tt23,Similar to,0.62,28,tt28
23,tt23,Similar to,0.11,29,tt29
23,tt23,Similar to,0.57,30,tt30
23,tt23,Similar to,0.49,31,tt31
23,tt23,Similar to,0.22,32,tt32
23,tt23,Similar to,0.53,33,tt33
23,tt23,Similar to,0.24,34,tt34
23,tt23,Similar to,0.56,35,tt35
23,tt23,Similar to,0.26,36,tt36
23,tt23,Similar to,0.7,37,tt37
23,tt23,Similar to,0.63,38,tt38
23,tt23,Similar to,0.2,39,tt39
23,tt23,Similar to,0.47,40,tt40
23,tt23,Similar to,0.97,41,tt41
23,tt23,Similar to,0.14,42,tt42
23,tt23,Similar to,0.26,43,tt43
23,tt23,Similar to,0.68,44,tt44
23,tt23,Similar to,0.65,45,tt45
23,tt23,Similar to,0.43,46,tt46
23,tt23,Similar to,0.04,47,tt47
23,tt23,Similar to,0.43,48,tt48
23,tt23,Similar to,0.24,49,tt49
23,tt23,Similar to,0.11,50,tt50
23,tt23,Similar to,0.84,51,tt51
23,tt23,Similar to,0.71,52,tt52
23,tt23,Similar to,1,53,tt53
23,tt23,Similar to,0.84,54,tt54
23,tt23,Similar to,0.98,55,tt55
23,tt23,Similar to,0.12,56,tt56
23,tt23,Similar to,0.98,57,tt57
23,tt23,Similar to,0.28,58,tt58
23,tt23,Similar to,0.08,59,tt59
23,tt23,Similar to,0.35,60,tt60
23,tt23,Similar to,0.19,61,tt61
23,tt23,Similar to,0.41,62,tt62
23,tt23,Similar to,0.31,63,tt63
23,tt23,Similar to,0.8,64,tt64
23,tt23,Similar to,0.69,65,tt65
